"job_work_from_home","job_posted_date","job_no_degree_mention","job_health_insurance","salary_year_avg","salary_hour_avg","search_location","salary_rate","job_title_short","job_title","job_location","job_via","job_schedule_type","job_country","company_id","count"
"","2023-11-09 06:12:32","","","","","Argentina","","Data Scientist","Data Scientist","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-09 06:13:01","","","","","Argentina","","Cloud Engineer","Engineering Manager","Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-09 06:14:13",1,"","","","Peru","","Data Engineer","Data Engineer","Lima, Peru","via BeBee","Full-time","Peru",572,"2"
"","2023-11-09 06:14:13",1,"","","","Peru","","Data Engineer","Data Engineer","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Peru",572,"2"
"","2023-11-11 07:12:13","","","","","Peru","","Data Analyst","Data Analyst","Lima, Peru","via BeBee","Full-time","Peru",572,"2"
"","2023-11-11 07:12:24","","","","","Peru","","Business Analyst","Business Analyst Mid","Lima, Peru","via BeBee","Full-time","Peru",572,"2"
"","2023-11-12 06:28:35","","","","","Argentina","","Data Engineer","Data Engineer","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-12 06:28:53",1,"","","","Argentina","","Data Engineer","Data Engineer","Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-12 06:29:35","","","","","Peru","","Data Scientist","Lead Data Scientist","Lima, Peru","via BeBee","Full-time","Peru",572,"2"
"","2023-11-15 07:14:44",1,"","","","Argentina","","Data Engineer","Data Engineer","Buenos Aires, Argentina","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Argentina",572,"2"
"","2023-11-17 06:14:21","","","","","Peru","","Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Peru",572,"2"
"","2023-11-17 07:13:04",1,"","","","Argentina","","Data Analyst","Data Analyst","Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-18 07:09:27",1,"","","","Argentina","","Data Analyst","Data Analyst","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-22 08:15:46",1,"","","","Peru","","Data Analyst","Data Analyst","Lima, Peru","via BeBee Perú","Full-time","Peru",572,"2"
"","2023-11-24 08:12:39",1,"","","","Argentina","","Data Engineer","Data Engineer","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"2"
"","2023-11-25 07:10:25","","","","","Peru","","Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Peru",572,"2"
"","2023-11-25 08:09:29","","","","","Argentina","","Data Scientist","Data Scientist","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"3"
"","2023-11-25 08:09:36","","","","","Argentina","","Data Engineer","Data Engineer","Buenos Aires, Argentina","via BeBee","Full-time","Argentina",572,"3"
"","2023-12-15 07:12:37","","","","","Peru","","Data Scientist","Data Scientist","Lima, Peru","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Peru",572,"2"
"","2023-02-02 14:49:28","","","","","Italy","","Data Scientist","Data Scientist","Italy","via Lavoro Trabajo.org","Full-time","Italy",596,"3"
"","2023-02-05 14:34:16","","","","","Italy","","Data Scientist","Data Scientist","Italy","via Lavoro Trabajo.org","Full-time","Italy",596,"2"
"","2023-06-09 07:29:27","","","","","Italy","","Data Engineer","Títolo Data Engineer","Italy","via Lavoro Trabajo.org","Full-time","Italy",596,"2"
"","2023-06-10 06:39:18","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Lavoro Trabajo.org","Full-time","Italy",596,"2"
"","2023-06-25 07:50:46","","","","","Italy","","Senior Data Scientist","Senior Data Scientist","Italy","via Lavoro Trabajo.org","Full-time","Italy",596,"2"
"","2023-08-02 06:36:41","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-08-16 17:51:54",1,"","","","Italy","","Data Analyst","Data Analyst","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-08-22 07:31:30","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-09-14 08:12:06","","","","","Italy","","Business Analyst","Business Analyst","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-09-16 20:11:13","","","","","Italy","","Data Engineer","Data Engineer","Italy","via BeBee","Full-time","Italy",596,"2"
"","2023-09-25 19:35:00","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-10-21 00:21:39","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-11-01 01:34:36",1,"","","","Italy","","Data Analyst","Data Analyst","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-11-08 20:40:34","","","","","Italy","","Data Engineer","Data Engineer","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-11-09 07:19:25",1,"","","","Italy","","Data Analyst","Data Analyst","Italy","via BeBee","Full-time","Italy",596,"2"
"","2023-11-10 20:36:06","","","","","Italy","","Business Analyst","Analyst","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-11-14 07:40:35","","","","","Italy","","Data Analyst","Data Analyst","Italy","via BeBee","Full-time","Italy",596,"3"
"","2023-11-14 07:40:35",1,"","","","Italy","","Data Analyst","Data Analyst","Italy","via BeBee","Full-time","Italy",596,"2"
"","2023-11-17 08:20:50","","","","","Italy","","Data Engineer","Data Engineer","Italy","via BeBee","Full-time","Italy",596,"3"
"","2023-12-06 00:19:14","","","","","Italy","","Data Scientist","Data Scientist","Italy","via Trabajo. Org","Full-time","Italy",596,"2"
"","2023-12-08 06:22:25","","","","","Italy","","Data Engineer","Data Engineer","Italy","via BeBee","Full-time","Italy",596,"2"
"","2023-12-28 16:02:30","","","","","Italy","","Data Engineer","Data Engineer","Italy","via BeBee","Full-time","Italy",596,"2"
"","2023-03-29 00:08:43","","","","","Singapore","","Data Scientist","Data Scientist","Singapore","via GSK Careers Job Search - Jobs","Full-time","Singapore",631,"2"
"","2023-04-12 13:56:28","","","","","Belgium","","Data Scientist","data scientist","Brussels, Belgium","via Indeed","Full-time","Belgium",647,"2"
"","2023-01-06 06:42:32","","","","","Singapore","","Senior Data Engineer","Senior Data Engineer","Singapore","via LinkedIn","Full-time","Singapore",692,"2"
"","2023-08-31 22:59:53",1,"","","","Netherlands","","Data Engineer","Data Engineer","Rotterdam, Netherlands","via Vacatures Trabajo.org","Full-time","Netherlands",692,"2"
"","2023-10-01 23:21:50","","","","","Austria","","Business Analyst","Commercial Analyst","Austria","via Jobs Trabajo.org","Full-time","Austria",692,"2"
"","2023-12-21 12:38:57",1,"","","","Chile","","Data Analyst","Data Analyst","Talca, Chile","via BeBee","Full-time","Chile",767,"2"
1,"2023-10-14 09:07:49",1,"","","","Mexico","","Data Engineer","Business Intelligence, Data Engineer, Frontend Engineer, 100000...","Anywhere","via LinkedIn","Full-time","Mexico",806,"2"
1,"2023-10-15 09:10:27",1,"","","","Mexico","","Data Engineer","Business Intelligence, Data Engineer, Frontend Engineer, 100000...","Anywhere","via LinkedIn","Full-time","Mexico",806,"2"
1,"2023-10-16 08:30:24",1,"","","","Mexico","","Data Engineer","Business Intelligence, Data Engineer, Frontend Engineer, 100000...","Anywhere","via LinkedIn","Full-time","Mexico",806,"2"
1,"2023-10-17 09:12:28",1,"","","","Mexico","","Data Engineer","Business Intelligence, Data Engineer, Frontend Engineer, 100000...","Anywhere","via LinkedIn","Full-time","Mexico",806,"2"
1,"2023-12-29 11:15:03",1,"","","","Mexico","","Data Scientist","Business Intelligence, Data Architect, Data Scientist, 300000 Peso...","Anywhere","via LinkedIn","Full-time","Mexico",806,"2"
"","2023-01-07 21:17:32","","","","","Singapore","","Machine Learning Engineer","Machine Learning Engineer","Singapore","via Trabajo.org","Full-time","Singapore",841,"2"
"","2023-01-07 21:17:32","","","","","Singapore","","Machine Learning Engineer","Machine Learning Engineer Intern","Singapore","via Trabajo.org","Full-time","Singapore",841,"2"
"","2023-01-08 06:17:32","","","","","Singapore","","Machine Learning Engineer","Machine Learning Engineer","Singapore","via Trabajo.org","Full-time","Singapore",841,"2"
"","2023-06-19 17:41:28","","","","","Singapore","","Senior Data Analyst","Senior Data Analyst","Singapore","via Indeed","Full-time","Singapore",846,"2"
"","2023-03-11 12:39:12","","","","","Ireland","","Data Analyst","Business Intelligence and Data Analytics IT Graduate Programme 2023","Dublin, Ireland","via Trabajo.org","Full-time","Ireland",862,"2"
"","2023-02-05 15:11:08","","","","","India","","Data Engineer","Consultant, Development -Data Engineering","Bengaluru, Karnataka, India","via Linkedin","Full-time","India",884,"2"
"","2023-01-08 08:53:56",1,"","","","Uruguay","","Senior Data Engineer","SENIOR DATA ENGINEER","Montevideo, Montevideo Department, Uruguay","via Indeed Uruguay","Full-time","Uruguay",908,"2"
1,"2023-09-04 17:27:01",1,"","","","Brazil","","Data Engineer","Azure Data Engineer","Anywhere","via LinkedIn","Contractor","Brazil",1104,"2"
"","2023-12-27 09:42:17","","","","","Belgium","","Data Analyst","Business Data Analyst","Brussels, Belgium","via Indeed","Full-time","Belgium",1125,"2"
1,"2023-12-06 22:00:34","","","","","New York, United States","","Data Analyst","Data Analyst","Anywhere","via LinkedIn","Full-time","United States",1148,"2"
"","2023-11-28 07:26:33","","","","","Spain","","Senior Data Scientist","Senior Data Scientist","Barcelona, Spain","via BeBee","Full-time","Spain",1193,"2"
"","2023-06-30 17:08:04","","","","","Florida, United States","","Data Scientist","Director, Data Science","Atlanta, GA","via BeBee","Full-time","United States",1455,"2"
"","2023-01-01 23:12:28","","","","","Sudan","","Data Scientist","Data Scientist","Austin, TX","via LinkedIn","Contractor","Sudan",1476,"3"
"","2023-01-01 23:17:28",1,"","","","Georgia","","Data Analyst","Data Analyst","Charlotte, NC","via LinkedIn","Contractor","United States",1476,"2"
"","2023-01-01 23:35:39","","","","","Canada","","Data Engineer","Azure Data Engineer","Toronto, ON, Canada","via LinkedIn","Contractor","Canada",1476,"2"
"","2023-04-05 10:27:58",1,"","","","Puerto Rico","","Data Analyst","Data Analyst","Puerto Rico","via Trabajo.org","Full-time","Puerto Rico",1476,"2"
"","2023-06-09 13:30:15",1,"","","","Portugal","","Data Engineer","Data Engineer","Portalegre, Portugal","via BeBee Portugal","Full-time","Portugal",1477,"2"
"","2023-07-26 07:53:15","","","","","Portugal","","Data Analyst","Data Analyst","Lisbon, Portugal","via Empregos Trabajo.org","Full-time","Portugal",1477,"2"
"","2023-02-08 21:47:18","","","","","Hong Kong","","Data Scientist","Consultant - Data Science & Analytics","Hong Kong","via BeBee 香港","Full-time","Hong Kong",1539,"2"
"","2022-12-31 17:09:30",1,"","","","Ireland","","Cloud Engineer","Senior Cloud Engineer","Dublin, Ireland","via Trabajo.org","Full-time","Ireland",1625,"2"
"","2023-01-30 16:28:31",1,"","","","Ireland","","Software Engineer","Senior Software Engineer in Test","Galway, Ireland","via BeBee Ireland","Contractor","Ireland",1625,"2"
"","2023-12-02 15:35:52","","","","","Singapore","","Data Analyst","Privacy Engineer","Singapore","via BeBee Singapore","Full-time","Singapore",1680,"2"
"","2023-08-19 07:25:19","","","","","United Arab Emirates","","Data Scientist","Data Scientist","Abu Dhabi - United Arab Emirates","via Trabajo.org","Full-time","United Arab Emirates",1713,"2"
"","2023-08-27 07:13:30",1,"","","","Egypt","","Data Scientist","MIS Analyst","Cairo, Egypt","via BeBee","Full-time","Egypt",1713,"2"
"","2023-10-14 08:14:31","","","","","United Arab Emirates","","Data Scientist","Data Scientist","Abu Dhabi - United Arab Emirates","via BeBee","Full-time","United Arab Emirates",1713,"2"
"","2023-11-04 06:51:31",1,"","","","Egypt","","Data Scientist","Mis Analyst","Egypt","via Trabajo.org","Full-time","Egypt",1713,"2"
"","2023-04-07 07:34:03",1,"","","","Philippines","","Data Engineer","Cloud Data Engineer","Taguig, Metro Manila, Philippines","via Indeed","Full-time","Philippines",1718,"2"
"","2023-07-21 16:46:22","","","","","Philippines","","Business Analyst","Analyst","Makati, Metro Manila, Philippines","via Trabajo.org","Full-time","Philippines",1718,"2"
"","2023-11-24 07:23:27","","","","","Taiwan","","Data Scientist","Data Scientist","Taipei, Taiwan","via Indeed 台灣","","Taiwan",1747,"2"
"","2023-04-18 23:58:16","","","","","New Zealand","","Senior Data Engineer","Senior Data Engineer","New Zealand","via JobLeads","Full-time","New Zealand",1763,"2"
"","2023-06-30 17:30:12","","","","","France","","Software Engineer","MS Engineer","Paris, France","via Emplois Trabajo.org","Full-time","France",1763,"2"
"","2023-07-11 14:54:51","","","","","France","","Software Engineer","MS Engineer","Paris, France","via Emplois Trabajo.org","Full-time","France",1763,"2"
"","2023-07-01 09:09:30",1,"","","","Malaysia","","Senior Data Analyst","Senior Data Analyst","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","via Trabajo.org","Full-time","Malaysia",1849,"2"
"","2023-10-11 14:25:25","","","","","Czechia","","Data Analyst","Data Analyst","Prague, Czechia","via Technojobs","Full-time","Czechia",1973,"2"
"","2023-10-19 10:58:11",1,"","","","Poland","","Software Engineer","Staff Software Engineer","Poland","via Praca Trabajo.org","Full-time","Poland",2058,"2"
"","2023-12-21 17:11:13","","","","","Mexico","","Business Analyst","Sales Processing Analyst","Tlaquepaque, Jalisco, Mexico","via BeBee","Full-time","Mexico",2090,"2"
1,"2023-01-12 00:25:12",1,"","","","Brazil","","Data Engineer","Data Engineer (Amazon Web Services)","Anywhere","via Recruit.net","Full-time","Brazil",2195,"2"
"","2023-01-26 09:29:13","","","","","Belgium","","Data Analyst","Data Analyst","Brussels, Belgium","via StepStone","Full-time","Belgium",2311,"2"
1,"2023-05-06 07:39:13","","","","","Poland","","Data Analyst","Supply Chain Data Analyst","Anywhere","via Jobgether","Full-time","Poland",2406,"2"
1,"2023-05-06 08:08:09","","","","","Ukraine","","Data Scientist","Data Scientist","Anywhere","via Jobgether","Full-time","Ukraine",2406,"2"
"","2023-12-03 08:07:36",1,"","","","United Kingdom","","Senior Data Engineer","Senior Data Engineer","Seaford, UK","via LifeworQ","Full-time","United Kingdom",2447,"2"
"","2023-01-11 09:40:35",1,"","","","Denmark","","Software Engineer","Senior Software Engineer","Copenhagen, Denmark","via BeBee","Full-time","Denmark",2507,"2"
"","2023-08-21 19:01:19",1,1,"","","California, United States","","Senior Data Analyst","Senior Data Analyst","Los Angeles, CA","via BeBee","Full-time","United States",2532,"2"
"","2023-01-28 00:09:15",1,"","","","Australia","","Senior Data Analyst","Senior Data Analyst","Australia","via Emprego.pt","Full-time","Australia",2611,"2"
"","2023-01-31 00:11:55","","","","","India","","Data Scientist","Data Scientist","India","via Emprego.pt","Full-time","India",2611,"2"
"","2023-01-31 00:27:00","","","","","Australia","","Business Analyst","Analyst","Australia","via Emprego.pt","Full-time","Australia",2611,"2"
"","2023-01-31 23:53:50",1,"","","","Australia","","Data Analyst","Data Analyst","Australia","via Emprego.pt","Full-time","Australia",2611,"2"
"","2023-02-03 23:33:05",1,"","","","India","","Data Analyst","Data Analyst","India","via Emprego.pt","Full-time","India",2611,"2"
"","2023-02-10 23:51:30","","","","","India","","Data Engineer","Data Engineer","India","via Emprego.pt","Full-time","India",2611,"2"
"","2023-03-27 00:19:31",1,"","","","Australia","","Data Analyst","Data Analyst","Australia","via EMPREGO","Full-time","Australia",2611,"2"
"","2023-04-20 00:14:26",1,"","","","Australia","","Data Analyst","Data Analyst","Australia","via EMPREGO","Full-time","Australia",2611,"2"
"","2023-08-05 23:50:17","","","","","South Africa","","Data Analyst","Data Analyst","South Africa","via EMPREGO.pt","Full-time","South Africa",2611,"2"
"","2023-08-05 23:50:17",1,"","","","South Africa","","Data Analyst","Data Analyst","South Africa","via EMPREGO.pt","Full-time","South Africa",2611,"3"
"","2023-08-16 23:50:32","","","","","India","","Business Analyst","Business Analyst","India","via EMPREGO.pt","Full-time","India",2611,"2"
"","2023-06-27 12:33:35","","","","","Germany","","Data Scientist","Data Scientist - Fraud and Abuse Detection","Munich, Germany","via Startup Jobs","Full-time","Germany",2616,"2"
"","2023-03-28 18:19:26","","","","","Georgia","","Data Engineer","Data Engineer","Reston, VA","via LinkedIn","Full-time","United States",2675,"2"
1,"2023-08-17 01:14:31","","","","","Georgia","","Data Analyst","Data Analyst - Remote | WFH","Anywhere","via LinkedIn","Full-time","United States",2686,"2"
"","2023-03-20 10:07:16","","","","","California, United States","","Data Scientist","Data Scientist","Hawthorne, CA","via BeBee","Full-time","United States",2710,"2"
"","2023-05-17 14:29:14","","","","","Canada","","Data Engineer","Data Engineer","North Vancouver, BC, Canada","via BeBee Canada","Full-time","Canada",2844,"2"
"","2023-10-01 17:17:17","","","","","Canada","","Data Engineer","Data Engineer","Vancouver, BC, Canada","via BeBee Canada","Full-time","Canada",2844,"2"
"","2023-12-12 22:49:02",1,"","","","Ireland","","Software Engineer","Software Engineer","Limerick, Ireland","via Trabajo.org","Full-time","Ireland",2961,"2"
"","2023-05-03 00:27:36",1,"","","","Portugal","","Data Analyst","DATA ANALYST (M/F/D)","Lisbon, Portugal","via Indeed","Full-time","Portugal",3010,"2"
"","2023-12-25 07:23:18","","","","","Malaysia","","Data Scientist","data scientist","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","via BeBee Malaysia","Full-time","Malaysia",3041,"2"
"","2023-01-24 23:20:03",1,"","","","Poland","","Software Engineer","Backend Engineer","Warsaw, Poland","via Snowflake Careers","Full-time","Poland",3070,"2"
"","2023-01-01 23:04:33","","","","","California, United States","","Data Scientist","Entry Level Data Scientist","San Diego, CA","via LinkedIn","Full-time","United States",3332,"2"
"","2023-10-10 12:16:23","","","","","Germany","","Data Engineer","Data Engineer","Germany","via BeBee","Full-time","Germany",3427,"2"
"","2023-06-06 15:13:24","","","","","Hong Kong","","Senior Data Scientist","Senior Data Scientist, Financial Services","Hong Kong","via Indeed HK","Full-time","Hong Kong",4015,"2"
1,"2023-10-23 16:09:08",1,"","","","India","","Data Engineer","Data Engineer","Anywhere","via Indeed","Full-time","India",4084,"2"
"","2023-03-06 07:33:44","","","","","Costa Rica","","Software Engineer","Software Engineer","San José Province, San José, Costa Rica","via BeBee Costa Rica","Full-time","Costa Rica",4106,"2"
"","2023-02-22 14:52:03",1,"","","","Czechia","","Business Analyst","Business Intelligence Analyst","Czechia","via Trabajo.org","Full-time","Czechia",4167,"2"
1,"2023-12-19 15:14:32","","","","","Mexico","","Data Engineer","Data Engineer from Mexico","Anywhere","via Jobgether","Full-time","Mexico",4243,"2"
"","2023-02-16 07:16:28","","","","","France","","Data Scientist","Data Scientist","France","via BeBee","Full-time","France",4310,"2"
"","2023-03-25 18:36:19","","","","","France","","Data Analyst","Data Analyst","France","via BeBee","Full-time","France",4310,"2"
"","2023-04-26 02:23:43",1,"","","","Malaysia","","Data Engineer","Data Engineer","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","via LinkedIn","","Malaysia",4544,"2"
"","2023-11-20 09:20:54","","","","","Malaysia","","Data Engineer","Data Engineer","Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","via LinkedIn","","Malaysia",4544,"2"
"","2023-07-14 12:20:23","","","","","Philippines","","Data Scientist","Data Scientist","Taguig, Metro Manila, Philippines","via Jooble","Full-time","Philippines",4565,"2"
"","2023-12-25 19:25:21","","","","","Singapore","","Data Analyst","Data Analyst | Bank","Singapore","via Jobs Trabajo.org","Full-time and Contractor","Singapore",4575,"2"
"","2023-07-26 08:43:08","","","","","Costa Rica","","Software Engineer","Senior Technical Engineer","San José Province, San José, Costa Rica","via BeBee Costa Rica","Full-time","Costa Rica",4631,"2"
"","2023-03-19 17:35:09",1,"","","","Peru","","Data Engineer","Data Engineer","Peru","via Trabajo.org","Full-time","Peru",4847,"2"
"","2023-09-10 13:24:24",1,"","","","Malaysia","","Data Engineer","Data Engineer","Malaysia","via Jooble","Full-time","Malaysia",4857,"2"
"","2023-08-28 18:36:56","","","","","Portugal","","Senior Data Scientist","Senior Data Scientist","Lisbon, Portugal","via Empregos Trabajo.org","Full-time","Portugal",4910,"2"
"","2023-07-12 17:11:32","","","","","India","","Data Analyst","Data Analyst","India","via BeBee India","Full-time","India",4932,"2"
"","2023-10-18 18:11:00",1,"","","","India","","Data Analyst","Data Analyst II","India","via BeBee India","Full-time","India",4932,"2"
"","2023-04-13 09:06:12","",1,"","","Florida, United States","","Data Scientist","Data Scientist II","Atlanta, GA","via Trabajo.org","Full-time","United States",5014,"2"
"","2023-03-17 11:40:55","","","","","Poland","","Software Engineer","Software Engineer","Kraków, Poland","via The Muse","Full-time","Poland",5067,"2"
"","2023-07-06 08:18:38","","","","","Brazil","","Software Engineer","Design Engineer","Brazil","via BeBee","Full-time","Brazil",5110,"2"
"","2023-02-22 16:39:36","","","","","South Africa","","Data Scientist","Data Scientist","Cape Town, South Africa","via BeBee South Africa","Full-time","South Africa",5150,"2"
"","2023-03-01 07:32:26","","","","","South Africa","","Data Analyst","Data Analyst","South Africa","via BeBee South Africa","Full-time","South Africa",5150,"2"
"","2023-03-01 07:32:36","","","","","South Africa","","Data Scientist","Data Scientist","South Africa","via BeBee South Africa","Full-time","South Africa",5150,"2"
"","2023-01-22 06:22:02","","","","","Philippines","","Data Engineer","Process Data Engineer","Makati, Metro Manila, Philippines","via Trabajo.org","Full-time","Philippines",5361,"2"
"","2023-01-22 06:22:02","","","","","Philippines","","Senior Data Engineer","Senior Process Data Engineer","Makati, Metro Manila, Philippines","via Trabajo.org","Full-time","Philippines",5361,"2"
"","2023-09-03 15:33:44","","","","","Portugal","","Data Scientist","Data Scientist","Lisbon, Portugal","via Empregos Trabajo.org","Full-time","Portugal",5432,"2"
"","2023-01-13 00:13:18","","","","","Guatemala","","Business Analyst","Analyst","Guatemala City, Guatemala","via Fidanto","Full-time","Guatemala",5501,"2"
"","2023-06-28 17:04:26","","","","","Kenya","","Software Engineer","Software Engineering Manager","Nairobi, Kenya","via BeBee Kenya","Full-time","Kenya",5624,"3"
"","2023-02-14 12:37:55",1,"","","","Poland","","Data Engineer","Data Engineer","Poland","via Trabajo.org","Full-time","Poland",5772,"2"
"","2023-05-29 18:14:10",1,"","","","Poland","","Data Engineer","Data Engineer","Poland","via Praca Trabajo.org","Full-time","Poland",5772,"2"
"","2023-06-09 10:32:22","","","","","Belgium","","Data Analyst","Data Analyst","Brussels, Belgium","via Indeed","Full-time","Belgium",5930,"2"
"","2023-11-23 23:49:07","","","","","Sudan","","Data Scientist","Principal data scientist","Beaumont, TX","via Talent.com","Full-time","Sudan",6129,"2"
"","2023-06-27 14:34:00","","","","","India","","Business Analyst","Analyst","Telangana, India","via SimplyHired","Full-time","India",6185,"2"
"","2023-10-26 11:18:29",1,"","","","Austria","","Data Engineer","Data Engineer","Austria","via Jobs Trabajo.org","Full-time","Austria",6229,"2"
"","2023-10-07 17:12:18","","","","","Germany","","Data Scientist","(Junior) Data Scientist (w/m/d)","Würzburg, Germany","via LinkedIn","Full-time","Germany",6326,"2"
"","2023-02-25 13:56:15",1,"","","","Chile","","Data Engineer","Práctica Data Engineer","Las Condes, Chile","via Trabajo.org","Full-time","Chile",6428,"2"
"","2023-07-24 16:39:09","","","","","Switzerland","","Machine Learning Engineer","Data Scientist / Machine Learning Engineer","Bern, Switzerland","via XING","Full-time","Switzerland",6535,"2"
"","2023-12-21 17:43:54","","","","","Switzerland","","Data Engineer","Data Engineer","Lausanne, Switzerland","via XING","Full-time","Switzerland",6535,"2"
"","2023-01-12 17:11:37","","","","","Hong Kong","","Data Scientist","Data Scientist","Hong Kong","via Trabajo.org","Full-time","Hong Kong",6575,"2"
"","2023-03-05 16:35:43","","","","","Hong Kong","","Senior Data Analyst","Senior Data Analytics Manager","Hong Kong","via Trabajo.org - Job Search - Jobs","Full-time","Hong Kong",6575,"2"
"","2023-04-19 07:05:32","","","","","Illinois, United States","","Data Scientist","Data Scientist","Chicago, IL","via LinkedIn","Full-time","United States",6748,"2"
"","2023-01-02 19:26:34","","","","","United Kingdom","","Data Analyst","Data Analyst","United Kingdom","via LinkedIn","Full-time","United Kingdom",7084,"2"
"","2023-12-21 13:38:00",1,"","","","Philippines","","Data Analyst","Data Analyst","Taguig, Metro Manila, Philippines","via Trabajo.org","Full-time","Philippines",7084,"2"
"","2023-08-05 20:54:30","","","","","Denmark","","Business Analyst","Business Analytics Consultant","Aarhus, Denmark","via Trabajo.org","Full-time","Denmark",7242,"2"
"","2023-03-17 18:38:49","","","","","United Arab Emirates","","Data Scientist","Chief Analyst Jobs","Dubai - United Arab Emirates","via Jobs In United Arab Emirates 2023","Full-time","United Arab Emirates",7248,"2"
"","2023-08-30 14:00:07","",1,"97086.5","","New York, United States","year","Data Analyst","Data Analyst","New Brunswick, NJ","via Indeed","Full-time","United States",7498,"2"
"","2023-12-04 15:33:44",1,"","","","Belgium","","Data Analyst","Carrefour Finance: Market Data Analyst","Zaventem, Belgium","via Indeed","Full-time","Belgium",7550,"2"
"","2023-10-30 13:25:04",1,"","","","Belgium","","Data Analyst","Data analist","Brussels, Belgium","via LinkedIn Belgium","Full-time","Belgium",7657,"2"
"","2023-04-29 17:26:03","","","","","Morocco","","Software Engineer","Software Engineer","Casablanca, Morocco","via Emplois Trabajo.org","Full-time","Morocco",7907,"2"
"","2023-06-29 13:58:40",1,"","","","Brazil","","Data Engineer","Data Engineer Pleno a Sênior","São Paulo, State of São Paulo, Brazil","via BeBee","Full-time","Brazil",7911,"2"
"","2023-06-23 15:01:31","","","","","Italy","","Data Analyst","D365 Functional Analyst","Italy","via BeBee","Full-time","Italy",7921,"2"
"","2023-12-23 16:37:27",1,"","","","Peru","","Software Engineer","Software Engineer Mid","Lima, Peru","via BeBee Perú","Full-time","Peru",7983,"2"
"","2023-09-02 09:20:44","",1,"","","Georgia","","Data Scientist","Data Scientist","Annapolis Junction, MD","via LinkedIn","Full-time","United States",8008,"2"
"","2023-08-03 06:23:21","","","","","Colombia","","Machine Learning Engineer","Machine Learning Engineer","Bogotá, Bogota, Colombia","via Trabajo.org - Vacantes De Empleo, Trabajo","Full-time","Colombia",8208,"2"
"","2023-11-17 07:59:16","","","","","Costa Rica","","Data Analyst","Patient Insights Solution Engineer","San José Province, San José, Costa Rica","via BeBee Costa Rica","Full-time","Costa Rica",8331,"2"
"","2023-09-11 07:21:46","","","","","Australia","","Senior Data Engineer","Senior Data Engineer","Sydney NSW, Australia","via LinkedIn","Full-time","Australia",8428,"2"
"","2023-09-26 09:15:28",1,"","","","Germany","","Data Engineer","Data Engineer (m/w/d) | Hamburg","Hamburg, Germany","via XING","Full-time","Germany",8516,"2"
"","2023-05-28 11:45:42",1,"","","","United Arab Emirates","","Data Analyst","Data Analyst","United Arab Emirates","via Jooble","Full-time","United Arab Emirates",8675,"2"
"","2023-12-14 09:16:14","","","","","Germany","","Data Scientist","Data Scientist, Informatiker, Physiker - Telematik, Big Data...","Coburg, Germany","via LinkedIn","Full-time","Germany",8852,"2"
"","2023-12-20 17:27:33",1,"","","","France","","Data Engineer","Data engineer/ingénieur F/H","Paris, France","via Emplois Trabajo.org","Full-time","France",9016,"3"
"","2023-11-02 07:30:50","","","","","Vietnam","","Data Scientist","Data Scientist","Ho Chi Minh City, Vietnam","via BeBee","Full-time","Vietnam",9044,"2"
"","2023-03-27 09:23:30","","","","","India","","Senior Data Engineer","Senior Data Engineer","Bengaluru, Karnataka, India","via LinkedIn","Full-time","India",9131,"2"
"","2023-03-04 07:29:47","","","","","Mexico","","Data Scientist","Finance Data Scientist","San Pedro Garza García, Nuevo Leon, Mexico","via BeBee México","Full-time","Mexico",9338,"2"
